,User-ID,Location,Age
109906,109907,"cornwall, new york, usa",
83498,83499,"saskatoon, saskatchewan, canada",34.0
268834,268835,"heerenveen, friesland, netherlands",
223833,223834,"burlington, vermont, usa",
145572,145573,"nanchang, arkansas, china",25.0
52241,52242,"annapolis, maryland, usa",64.0
217141,217142,"berlin, berlin, germany",45.0
274039,274040,"seattle, washington, usa",
8571,8572,"chennai, tamilnadu, india",
166330,166331,"barcelona, catalunya, spain",22.0
11162,11163,"oswestry, england, united kingdom",60.0
197928,197929,"waskom, texas, usa",40.0
80150,80151,"christchurch, south island, new zealand",
228645,228646,"rainbow city, alabama, usa",21.0
53278,53279,"san francisco, california, usa",22.0
149837,149838,"lancaster, ohio, usa",48.0
58490,58491,"brockville, ontario, canada",21.0
269990,269991,"atlanta, georgia, usa",48.0
210438,210439,"vancouver, british columbia, canada",
47421,47422,"london, england, united kingdom",40.0
143526,143527,"warren, new jersey, usa",18.0
232869,232870,"forest hills, new york, usa",
168404,168405,"toronto, ontario, canada",
27951,27952,"fort worth, texas, usa",
80314,80315,"göttingen, niedersachsen, germany",33.0
151547,151548,"dallas, texas, usa",48.0
83735,83736,"peculiar, missouri, usa",64.0
262337,262338,"singen, baden-wuerttemberg, germany",27.0
83246,83247,"milford, pennsylvania, usa",
247656,247657,"......., sardinia, italy",25.0
118345,118346,"peoria, illinois, usa",
256078,256079,"portland, oregon, usa",
187119,187120,"richardson, texas, usa",
15098,15099,"cambiago, lombardia, italy",31.0
183295,183296,"independence, missouri, usa",
139368,139369,"houston, texas, usa",
27860,27861,"saskatoon, saskatchewan, canada",21.0
37813,37814,"istanbul, istanbul, austria",
105816,105817,"brooklyn, new york, usa",
168477,168478,"berkeley springs, west virginia, usa",53.0
134526,134527,"castions di strada, friuli venezia giulia, italy",
10066,10067,"watton, norfolk, england",61.0
96407,96408,"independence, missouri, usa",55.0
35418,35419,"lisboa, lisboa,",40.0
86515,86516,"san jose, san jose, costa rica",30.0
45508,45509,"como, lombardia, italy",31.0
228543,228544,"raleigh, north carolina, usa",
169788,169789,"gelnhausen, hessen, germany",23.0
207781,207782,"midland, texas, usa",28.0
138269,138270,"vitoria-gasteiz, alava, spain",43.0
254831,254832,"canberra, australian capital territory, australia",21.0
106958,106959,"hospitalet de llobregat, barcelona, spain",20.0
134294,134295,"moore, oklahoma, usa",30.0
187115,187116,"springfield, virginia, usa",
116950,116951,"bolton, england, united kingdom",37.0
220487,220488,"calgary, alberta, canada",
31513,31514,"columbia, south carolina, usa",45.0
272471,272472,"birmingham, england, united kingdom",
198540,198541,"galena, illinois, usa",17.0
249147,249148,"worthing, england, united kingdom",49.0
274964,274965,"geraldton, western australia, australia",73.0
222672,222673,"arese, lombardia, italy",34.0
114192,114193,"boston, ,",
214641,214642,"rochester, new york, usa",
174417,174418,"miami, florida, usa",
11577,11578,"paisley, scotland, united kingdom",
75218,75219,"tarragona, catalunya, spain",48.0
237978,237979,"odense, odense, denmark",
164357,164358,"mableton, georgia, usa",41.0
114316,114317,"boston, massachusetts, usa",
175374,175375,"pontevedra, galicia, spain",28.0
308,309,"london, england, united kingdom",30.0
6363,6364,"middletown, ohio, usa",32.0
195995,195996,"clio, michigan, usa",57.0
242089,242090,"san jose, california, usa",
114583,114584,"south lake tahoe, california, usa",
99917,99918,", , italy",67.0
74486,74487,"spokane, washington, usa",
124731,124732,"raleigh, north carolina, usa",
221761,221762,"melbourne, victoria, australia",
139251,139252,"west bend, wisconsin, usa",15.0
193145,193146,"sinzheim, baden-wuerttemberg, germany",59.0
102595,102596,"toronto, ontario, canada",33.0
74547,74548,"bad vilbel, hessen, germany",
23958,23959,"burolo (to), piemonte, italy",
154900,154901,"chula vista, california, usa",47.0
30625,30626,"toronto, ontario, canada",
26441,26442,"hilversum, noord-holland, netherlands",35.0
235741,235742,"havelock, ,",
208707,208708,"naples, florida, usa",44.0
202011,202012,"cypress, texas, usa",
224871,224872,"roma, lazio, italy",
180395,180396,"annandale, virginia, usa",33.0
94236,94237,"tampa, florida, usa",
123442,123443,"jackson, tennessee, usa",
126707,126708,"sacramento, california, usa",59.0
174586,174587,"jefferson, texas, usa",43.0
201840,201841,"beverly hills, california, usa",
113315,113316,"raleigh, north carolina, usa",16.0
60462,60463,"augusta, sicilia, italy",30.0
266126,266127,"middle village, new york, usa",20.0
108891,108892,"baltimore, maryland, usa",49.0
207629,207630,"malvern, england, united kingdom",24.0
12903,12904,"dayton, ohio, usa",
113336,113337,"marshfield, wisconsin, usa",
76412,76413,"kansas city, missouri, usa",29.0
43160,43161,"firenze, toscana, italy",
237197,237198,"victoria, british columbia, canada",22.0
171579,171580,"quilmes, buenos aires, argentina",20.0
125760,125761,"chile, california, chile",
274862,274863,"new york, new york, usa",
189098,189099,"ashdod, israel, xxxxxx",
120237,120238,"póvoa de lanhoso, minho, portugal",21.0
110444,110445,"sydney, new south wales, australia",
148090,148091,"shelton, washington, usa",19.0
68030,68031,"vancouver, british columbia, canada",
222744,222745,"silverdale, washington, usa",20.0
27886,27887,"cockermouth, england, united kingdom",33.0
203422,203423,"vancouver, british columbia, canada",
59203,59204,"indianapolis, indiana, usa",
211986,211987,"brooklyn, new york, usa",
232290,232291,"tuddenham, sufflok, united kingdom",37.0
6355,6356,"nürtingen, baden-wuerttemberg, germany",29.0
232472,232473,"edmonton, alberta, canada",30.0
194319,194320,"neumünster, schleswig-holstein, germany",23.0
43342,43343,"jacksonville, florida, usa",
246978,246979,"drayton valley, alberta, canada",35.0
138698,138699,"altrincham, england, united kingdom",
225255,225256,"new orleans, louisiana, usa",48.0
93016,93017,"lisboa, lisboa, portugal",23.0
7217,7218,"la crescenta, california, usa",31.0
191053,191054,"caerwent, wales, united kingdom",13.0
89409,89410,"bologna, emilia romagna, italy",21.0
158591,158592,"calgary, alberta, canada",
266445,266446,"leicester, leicestershire, united kingdom",31.0
183588,183589,"oak park, illinois, usa",61.0
258965,258966,"firenze, toscana, italy",35.0
240825,240826,"gloucester, virginia, usa",
261853,261854,"san francisco, california, usa",
38166,38167,"vigo, pennsylvania, spain",27.0
92466,92467,"neuss, alabama, germany",
133379,133380,"ennis, montana, usa",19.0
29061,29062,"alamo, texas, usa",
128152,128153,"delran, new jersey, usa",
195016,195017,"carugate, lombardia, italy",
4790,4791,"rome, ,",
119370,119371,"darwin, northern territory, australia",
269441,269442,"dartmouth, nova scotia, canada",54.0
216150,216151,"portland, ,",54.0
47654,47655,"verona, verona, italy",37.0
260736,260737,"imola, emilia romagna, italy",
223225,223226,"kamsack, saskatchewan, canada",
37618,37619,"wausau, wisconsin, usa",
47233,47234,"russellville, arkansas, usa",
111903,111904,"holt, norfolk, united kingdom",
37505,37506,"edmonton, alberta, canada",33.0
251843,251844,"lisboa, lisboa, portugal",30.0
101806,101807,"pompano beach, florida, usa",53.0
34181,34182,"st. louis, missouri, usa",
179898,179899,"lancaster, pennsylvania, usa",32.0
272268,272269,"memphis, tennessee, usa",
23374,23375,"ciudad real, wales, spain",13.0
237556,237557,"wonder lake, illinois, usa",50.0
7129,7130,"carrboro, north dakota, usa",11.0
43979,43980,"melbourne, florida, usa",48.0
111401,111402,"melbourne, victoria, australia",49.0
78378,78379,"odense nv, denmark, denmark",45.0
23188,23189,"sevilla, andalucía, spain",40.0
141082,141083,"las palmas de gran canaria, las palmas, spain",25.0
57092,57093,"reston, virginia, usa",38.0
183978,183979,"cobourg, ontario, canada",
252244,252245,"tunbridge wells, england, united kingdom",34.0
153414,153415,"bolzano, trentino alto adige, italy",34.0
274622,274623,"chicago, illinois, usa",57.0
216658,216659,"woodside, new york, usa",
216808,216809,"pt. pleasant, new jersey, usa",
2814,2815,"madrid, bayern, spain",18.0
230424,230425,"kaunas, kaunas, lithuania",
42653,42654,"austin, texas, usa",42.0
182289,182290,"london, n/a, united kingdom",25.0
254995,254996,"coimbra, coimbra, portugal",20.0
171282,171283,"to, ontario, canada",30.0
75930,75931,"melbourne, victoria, australia",18.0
105713,105714,"portland, oregon, usa",35.0
193575,193576,"matthews, north carolina, usa",
188170,188171,"st. louis, missouri, usa",
175526,175527,"gord, ontario, canada",
102752,102753,"las vegas, nevada, usa",
239920,239921,"thunder bay, ontario, canada",26.0
180198,180199,"london, england, united kingdom",18.0
119417,119418,"binghamton, new york, usa",34.0
41877,41878,"springville, indiana, usa",50.0
219454,219455,"toulon, paca, france",25.0
71725,71726,"bintulu, sarawak, malaysia",18.0
206325,206326,"milan, lombardia, italy",
117645,117646,"st. clair shores, michigan, usa",
53764,53765,"etobicoke, ontario, canada",75.0
148324,148325,"hamburg, hamburg, germany",42.0
100288,100289,"neustadt, niedersachsen, germany",35.0
115410,115411,"calgary, alberta, canada",
77614,77615,"dundee, scotland, united kingdom",25.0
164001,164002,"vantaa, vantaa, finland",24.0
75638,75639,"socorro, new mexico, usa",51.0
179439,179440,"winston-salem, north carolina, usa",59.0
176131,176132,"dubai, \n/a\"", u.a.e""",
196456,196457,"seattle, washington, usa",
252014,252015,"chicago, illinois, usa",20.0
204097,204098,"mississauga, ontario, canada",28.0
108006,108007,"new lenox, illinois, usa",40.0
275294,275295,"san sebastian, gipuzkoa, spain",22.0
138700,138701,"telford, england, united kingdom",
152639,152640,"aguadilla, puerto rico, usa",
90675,90676,"parksville, british columbia, canada",
278189,278190,"two harbors, minnesota, usa",
117683,117684,"wilmington, delaware, usa",56.0
258783,258784,"dallas, texas, usa",
122917,122918,"petaling jaya, selangor, malaysia",
251509,251510,"maple, ontario, canada",20.0
95270,95271,"sheboygan, wisconsin,",
107217,107218,"chelmsford, massachusetts, usa",23.0
161035,161036,"modesto, california, usa",
239193,239194,"stuttgart, baden-wuerttemberg, germany",
157278,157279,"jacksonville, north carolina, usa",
172385,172386,"cordoba, cordoba, argentina",45.0
49754,49755,"london, england, united kingdom",31.0
119197,119198,"kansas city, missouri, usa",
18844,18845,"llandudno, wales, united kingdom",45.0
259536,259537,"gold coast, queensland, australia",
82781,82782,"pickerington, ohio, usa",17.0
80340,80341,"madrid, madrid, spain",47.0
153982,153983,"mainz, rheinland-pfalz, germany",29.0
10899,10900,"barcelona, catalunya, spain",22.0
17138,17139,"istanbul, wisconsin, turkey",28.0
49669,49670,"lincoln, nebraska, usa",18.0
34565,34566,"cobargo, new south wales, australia",51.0
271450,271451,"elkins, west virginia, usa",35.0
157115,157116,"oviedo, florida, usa",39.0
64351,64352,"preston, england, united kingdom",
69667,69668,"grand rapids, michigan, usa",
35854,35855,"georgetown, indiana, usa",30.0
234007,234008,"astoria, new york, usa",26.0
221352,221353,"valencia, valencia, spain",41.0
72867,72868,"camdenton, missouri, usa",17.0
4168,4169,"fairbanks, alaska, usa",57.0
232005,232006,"philadelphia, pennsylvania, usa",39.0
7580,7581,"santa monica, california, usa",
129376,129377,"lodi, california, usa",
91372,91373,"almeria, andalucia, spain",28.0
70823,70824,"hamm, nordrhein-westfalen, germany",
43672,43673,"jackson, mississippi, usa",57.0
44131,44132,"cocoa beach, florida, usa",66.0
211152,211153,"nevada city, california, usa",44.0
249505,249506,"bari, puglia, italy",28.0
173026,173027,"simsbury, connecticut, usa",47.0
57979,57980,"slavonski brod, croatia, croatia",30.0
227891,227892,"avilés, asturias, spain",27.0
224305,224306,"den haag, zuid holland, netherlands",
247782,247783,"na, na, aruba",14.0
151180,151181,"darmstadt, hessen, germany",27.0
264377,264378,"mumbai, maharashtra, india",24.0
141576,141577,"keller, texas, usa",43.0
210036,210037,"bottrop, nordrhein-westfalen, germany",17.0
115607,115608,"wilton, connecticut, usa",52.0
55081,55082,"toronto, ontario, canada",
100438,100439,"columbia, missouri, usa",
89427,89428,"tomelilla, skane, sweden",
256944,256945,"south portland, maine, usa",39.0
115988,115989,"west chester, pennsylvania, usa",
244607,244608,"cuenca, cuenca, spain",33.0
170781,170782,"seffner, florida, usa",
2870,2871,"rio de janeiro, rio de janeiro, brazil",46.0
261345,261346,"köln, nordrhein-westfalen, germany",38.0
217453,217454,"biddeford, maine, usa",
182675,182676,"bendigo, victoria, australia",43.0
6323,6324,"reinbek, schleswig-holstein, germany",46.0
245972,245973,"ferndale, washington, usa",
260347,260348,"sryacuse, new york, usa",53.0
13378,13379,"cerritos, california, usa",45.0
231027,231028,"newark, delaware, usa",
228475,228476,"duck lake, saskatchewan, canada",62.0
140834,140835,"völklingen, saarland, germany",
73892,73893,"raleigh, north carolina, usa",27.0
233050,233051,"penticton, british columbia, canada",30.0
15579,15580,"decatur, georgia, usa",
278450,278451,"ottawa, ontario, canada",38.0
227246,227247,"chicago, illinois, usa",
248868,248869,"saint charles, illinois, usa",
191052,191053,"melbourne, florida, usa",47.0
148778,148779,"winnipeg, manitoba, italy",16.0
88513,88514,"sunbury, pennsylvania, usa",
146232,146233,"athens, georgia, usa",
154133,154134,"tehran, tehran, iran",45.0
155322,155323,"barcelona, barcelona, spain",
10744,10745,"saarbrücken, saarland, germany",23.0
26895,26896,"prato, \n/a\"", italy""",
223840,223841,"marion, ohio, usa",
56415,56416,"bradford, yorkshire, united kingdom",23.0
167437,167438,"metz, lorraine, france",19.0
120000,120001,"qc, n/a, philippines",22.0
267587,267588,"stalybridge, england, united kingdom",17.0
62206,62207,"denver, colorado, usa",21.0
110883,110884,"arden, north carolina, usa",40.0
269864,269865,"lake macquarie, new south wales, australia",55.0
26439,26440,"norrtälje, n/a, sweden",
5355,5356,"barcelona, barcelona, spain",34.0
103440,103441,"ft lauderdale, florida, usa",33.0
246529,246530,"saarbruecken, saarland, germany",19.0
247022,247023,"murfreesboro, tennessee, usa",16.0
258113,258114,"lx, lx, portugal",27.0
168992,168993,"launceston, tasmania, australia",
248470,248471,"auckland, auckland, new zealand",21.0
156522,156523,"el paso, texas, usa",61.0
243967,243968,"leederville, western australia, australia",26.0
1647,1648,"mont-saint-aignan, normandie, france",67.0
112714,112715,"brooklyn, new york, usa",
210580,210581,"clovis, california, usa",
78016,78017,"bristol, connecticut, usa",27.0
141157,141158,"vancouver, west virginia, canada",
94668,94669,"boston, massachusetts, usa",
100152,100153,"neustadt ot erlach, bayern, germany",52.0
272099,272100,"barcelona, barcelona, spain",43.0
90779,90780,"rocky point, new york, usa",
250979,250980,"cambridge, cambridgeshire, united kingdom",25.0
238488,238489,"sittingbourne, kent, united kingdom",28.0
70811,70812,"hick town, texas, usa",
72854,72855,"delano, california, usa",
249456,249457,"lutz, florida, usa",
232586,232587,"west chester, pennsylvania, usa",
142640,142641,"monticello, illinois, usa",43.0
218684,218685,"oxford, england, united kingdom",26.0
63979,63980,"austin, texas, usa",50.0
40473,40474,"depew, new york, usa",22.0
262384,262385,"auckland, n/a, new zealand",
83490,83491,"schwenksville, pennsylvania, usa",
139070,139071,"birmingham, michigan, usa",
100028,100029,"tübingen, baden-württemberg, germany",
198977,198978,"auckland, n/a, new zealand",
237734,237735,"inverness, highland, united kingdom",50.0
185807,185808,"encinitas, california, usa",
233056,233057,"cheshire, england, united kingdom",31.0
132087,132088,"winchester, virginia, usa",
37955,37956,"beverly hills, california, usa",40.0
172300,172301,"evansville, indiana, usa",33.0
70085,70086,"austin, texas, usa",51.0
82204,82205,"omaha, nebraska, usa",
143876,143877,"wellington, north island, new zealand",54.0
181997,181998,"glasgow, n/a, united kingdom",
157760,157761,"wescosville, pennsylvania, usa",23.0
17443,17444,"christchurch, canterbury, new zealand",26.0
177646,177647,"torino, italy, italy",
136979,136980,"woy woy, new south wales, australia",53.0
87130,87131,"noblesville, indiana, usa",36.0
196938,196939,"whitehouse, texas, smith",
20246,20247,"roma, lazio, italy",34.0
252651,252652,"victoria, british columbia, canada",26.0
168238,168239,"camarillo, california, usa",
146178,146179,"tlalnepantla, estado de méxico, mexico",
204908,204909,"salt lake city, utah, usa",
254515,254516,"hattiesburg, mississippi, usa",42.0
57100,57101,"lamesa, texas, usa",
135587,135588,"phillipsburg, new jersey, usa",46.0
15792,15793,"medina, tennessee, usa",
262017,262018,"ho chi minh, ho chi minh, vietnam",27.0
217041,217042,"murfreesboro, tennessee, usa",
10902,10903,"cleveland, ohio, usa",
93996,93997,"youngstown, new york, usa",
245295,245296,"appleton, wisconsin, usa",22.0
146856,146857,"denver, colorado, usa",
64359,64360,"knoxville, arkansas, usa",59.0
50407,50408,"manchester, england, united kingdom",
155735,155736,"barcelona, catalunya, spain",38.0
172092,172093,"charlottesville, virginia, usa",
30910,30911,"alexandria, virginia, usa",32.0
13350,13351,"tauranga, bay of plenty, new zealand",
216594,216595,"sarzana, alabama, italy",32.0
148106,148107,"surrey, british columbia, canada",
52469,52470,"figueres, catalunya, spain",34.0
78166,78167,"pointe claire, quebec, canada",57.0
26825,26826,"london, brent, united kingdom",
71300,71301,"pleasanton, california, usa",
54430,54431,"orem, utah, usa",63.0
51021,51022,"lancaster, england, united kingdom",63.0
95809,95810,"pisa, toscana, italy",
15425,15426,"santa rosa, california, usa",
6091,6092,"weybridge, surrey, united kingdom",
19794,19795,"hopkinton, massachusetts, usa",
120979,120980,"brooklyn, new york, usa",
182611,182612,"portland, oregon, usa",18.0
236137,236138,"nowhere, ask me, italy",
224925,224926,"schenectady, new york, usa",25.0
215814,215815,"lethbridge, alberta, canada",43.0
139467,139468,"milano, lombardia, italy",
200858,200859,"chester, england, united kingdom",
13395,13396,"blairmore, scotland, united kingdom",52.0
58580,58581,"fort walton beach, florida, usa",46.0
249188,249189,"chicago, illinois, usa",
56741,56742,"howell, michigan, usa",61.0
45093,45094,"fort lauderdale, florida, usa",19.0
24775,24776,"martinez, california, usa",54.0
11200,11201,"groningen, groningen, netherlands",30.0
42010,42011,"fuente-alamo, murcia, spain",18.0
14905,14906,"madrid, nebraska, spain",25.0
54462,54463,"rockalnd, ontario, canada",
244716,244717,"new york, new york, usa",
173974,173975,"eugene, oregon, usa",18.0
244135,244136,"green bay, wisconsin, usa",
128336,128337,"simi valley, california, usa",19.0
262644,262645,"cologne, northrhine-westfalia, germany",
76002,76003,"hamilton, ontario, canada",48.0
53375,53376,"miami, florida, usa",27.0
20587,20588,"dawson creek, british columbia, canada",25.0
10151,10152,"zaragoza, zaragoza, spain",43.0
52700,52701,"cirencester, england, united kingdom",42.0
135030,135031,"new york, new york, usa",25.0
212132,212133,"wichita, kansas, usa",29.0
228172,228173,"winnipeg, manitoba, canada",19.0
177482,177483,"woodside, new york, usa",25.0
239301,239302,"brescia, brescia, italy",
134931,134932,"saskatoon, saskatchewan, canada",
71618,71619,"big spring, texas, usa",59.0
2267,2268,"coruña, galicia, spain",22.0
250583,250584,"gelnhausen, hessen, germany",26.0
3356,3357,"spokane, washington, usa",
4103,4104,"bungendore, new south wales, australia",
259525,259526,"vancouver, washington, usa",37.0
74093,74094,"little, texas, usa",
54262,54263,"old orchard beach, maine, usa",42.0
204800,204801,"golden, colorado, usa",34.0
277918,277919,"rancho palos verdes, california, usa",
234298,234299,"milan, , italy",28.0
1128,1129,"bothell, washington, usa",53.0
261269,261270,"woodbridge, virginia, usa",26.0
268894,268895,"hagen, nordrhein-westfalen, germany",45.0
242204,242205,"rockingham, north carolina, usa",17.0
173541,173542,"torquay, devon, united kingdom",25.0
98978,98979,"venice, california, usa",
54870,54871,"amsterdam, n/a, netherlands",
223228,223229,"silver spring, maryland, usa",
269453,269454,"montpelier, vermont, usa",78.0
61327,61328,"state college, pennsylvania, usa",
3644,3645,"siegburg, nordrhein-westfalen, germany",
261942,261943,"sibiu, sibiu, romania",21.0
27334,27335,"sydney, new south wales, australia",19.0
173510,173511,"pine beach, new jersey, usa",37.0
12707,12708,"claremont, california, usa",
125840,125841,"sac city, iowa, usa",18.0
249159,249160,"london, england, united kingdom",49.0
219024,219025,"lake isabella, california, usa",24.0
27382,27383,"vancouver, washington, usa",59.0
253247,253248,"gundelfingen/donau, bayern, germany",29.0
236595,236596,"velserbroek, noord-holland, netherlands",
168969,168970,"sydney, new south wales, australia",15.0
32177,32178,"garden grove, california, usa",
155081,155082,"washington, dc, usa",23.0
177573,177574,"barcelona, catalunya, spain",23.0
246104,246105,"o`fallon, illinois, usa",16.0
91507,91508,"stratford, ontario, canada",18.0
115882,115883,"lubbock, texas, usa",37.0
122999,123000,"new york, new york, usa",42.0
99020,99021,"corona, california, usa",19.0
49244,49245,"nottingham, england, united kingdom",
187502,187503,"indianapolis, indiana, usa",
58525,58526,"allegan, michigan, usa",
210422,210423,"fanling, nt, hong kong",
34193,34194,"woodland, california, usa",43.0
278452,278453,"adelaide, south australia, australia",
24724,24725,"barcelona, catalunya, spain",25.0
240475,240476,"springfield, illinois, usa",
52649,52650,"calgary, alberta, canada",
133470,133471,"knokville, tennessee, usa",14.0
99557,99558,"albuquerque, new mexico, usa",
103428,103429,"merrylands, new south wales, australia",36.0
32538,32539,"wantagh, new york, usa",58.0
215465,215466,"barcelona, barcelona, spain",33.0
48288,48289,"phila., pennsylvania, usa",
152951,152952,"palmerston north, n/a, new zealand",27.0
139367,139368,"águeda, aveiro, portugal",
171809,171810,"indianapolis, indiana, usa",45.0
135902,135903,"baltimore, maryland, usa",
151577,151578,"courtland, mississippi, usa",54.0
812,813,"woodstock, illinois, usa",42.0
24733,24734,"valley view, ohio, usa",51.0
238576,238577,"talofofo, guam, guam",23.0
14118,14119,"guipuzcoa, guipuzcoa, spain",26.0
270736,270737,"stowe, vermont, usa",63.0
243530,243531,"vancouver, washington, usa",
78622,78623,"isle of wight, england, united kingdom",18.0
170066,170067,"darmstadt, hessen, germany",29.0
69416,69417,"zaandam, noord-holland, netherlands",38.0
222797,222798,"oak forest, illinois, usa",52.0
274026,274027,"louisville, kentucky, usa",
200547,200548,"burnie, tasmania, australia",52.0
23140,23141,"paris, paris, france",
255846,255847,"sydney, new south wales, australia",15.0
243596,243597,"taunton, n/a, united kingdom",51.0
178023,178024,"covington, kentucky, usa",
199027,199028,"piazza brembana, lombardia, italy",
189675,189676,"kansas city, missouri, usa",
88794,88795,"rome, lazio, italy",
261326,261327,"carrollton, texas, usa",24.0
128548,128549,"ampang, kuala lumpur, malaysia",
206942,206943,"mataro, barcelona, spain",20.0
195463,195464,"coimbra, n/a, portugal",30.0
133213,133214,"san diego, california, usa",
152142,152143,"na, scotland, united kingdom",
99498,99499,"ciudad autónoma buenos aires, capital federal, argentina",61.0
224919,224920,"barcelona, cataluña, spain",30.0
273859,273860,"sevilla, andalucia, spain",14.0
135068,135069,"potsdam, brandenburg, germany",
96808,96809,"ottawa, ontario, canada",
5245,5246,"jensen beach, florida, usa",22.0
214167,214168,"canberra, australian capital territory, australia",16.0
77788,77789,"waterloo, ontario, canada",
161338,161339,"fort mill, south carolina, usa",41.0
274705,274706,"melbourne, victoria, australia",58.0
200237,200238,"dallas, texas, usa",
112057,112058,"amsterdam, noord-holland, netherlands",
230670,230671,"ocklawaha, florida, usa",
82096,82097,"lake toxaway, north carolina, usa",
14680,14681,"griffin, georgia, usa",18.0
139421,139422,"springfield, vermont, usa",56.0
257276,257277,"seaside heights, new jersey, usa",
42341,42342,"san francisco, california, usa",33.0
120134,120135,"napoli, campania, italy",26.0
172328,172329,"south molton, england, united kingdom",13.0
262737,262738,"firenze, toscana, italy",
246951,246952,"south bend, indiana, usa",
187051,187052,"ankara, n/a, turkey",34.0
212016,212017,"dallas, texas, usa",50.0
264256,264257,"gaithersburg, maryland, usa",
269506,269507,"bromley, kent, united kingdom",36.0
246363,246364,"valencia, valencia, spain",25.0
206035,206036,"port robinson, ontario, canada",
231458,231459,"manalapan, new jersey, usa",
74193,74194,"pe, colorado, south africa",
199262,199263,"salem, massachusetts, usa",19.0
71242,71243,"san diego, california, usa",36.0
178793,178794,"kasterlee, antwerpen, belgium",19.0
190124,190125,"marinette, wisconsin, usa",56.0
143014,143015,"aachen, nordrhein-westfalen, germany",30.0
251066,251067,"london, n/a, united kingdom",
19409,19410,"andratx/mallorca, n/a balears, spain",
202700,202701,"raleigh, north carolina, usa",
242846,242847,"london, england, united kingdom",25.0
263973,263974,"taipei, 886, taiwan",27.0
269584,269585,"syracuse, new york, usa",
43074,43075,"pulheim, nordrhein-westfalen, germany",39.0
256001,256002,"robbins, california, usa",27.0
233069,233070,"newark, new jersey, usa",
157176,157177,"werther, nordrhein-westfalen, germany",37.0
37003,37004,"grand haven, michigan, usa",
6380,6381,"milan, lombardy, italy",57.0
227172,227173,"redmond, washington, usa",25.0
141573,141574,"chula vista, california, usa",
149033,149034,"clayton, missouri, usa",55.0
230018,230019,"hamburg, hamburg, germany",
78949,78950,"oklahoma city, oklahoma, usa",
162014,162015,"albuquerque, new mexico, usa",64.0
74399,74400,"seattle, washington, usa",
240636,240637,"rd coalgate, canterbury, new zealand",
21809,21810,"leeming, western australia, australia",27.0
24030,24031,"milan, lombardia, italy",
62256,62257,"st. louis, missouri, usa",
88270,88271,"san antonio, texas, usa",
161345,161346,"burlingame, california, usa",
76292,76293,"monheim-baumberg, nordrhein-westfalen, germany",44.0
60466,60467,"logroño, la rioja, spain",29.0
186975,186976,"choctaw, oklahoma, usa",
14858,14859,", ,",37.0
205015,205016,"sherwood park, alberta, canada",
156130,156131,"staunton, virginia, usa",39.0
98973,98974,"brooklyn, new york, usa",32.0
154275,154276,"baroda, gujarat -india, india",23.0
170657,170658,"stafford, virginia, usa",
93639,93640,"prince albert, ,",
272413,272414,"firenze, toscana, italy",
193642,193643,"lacey, washington, usa",36.0
157538,157539,"port mcneill, british columbia, canada",58.0
232544,232545,"vancouver, british columbia, canada",
141790,141791,"turrialba, delaware, costa rica",28.0
234822,234823,"fairbanks, alaska, usa",
176663,176664,"peterborough, ontario, canada",
211450,211451,"aviano, ,",
26145,26146,"norwich, england, united kingdom",29.0
179227,179228,"bonn, n/a, germany",
95283,95284,"mainz, rheinland-pfalz, germany",
157240,157241,"los angeles, california, usa",
82213,82214,"lausanne, n/a, switzerland",19.0
241633,241634,"ramsgate, england, united kingdom",35.0
77802,77803,"plymouth, minnesota, usa",15.0
216699,216700,"braga, braga, portugal",25.0
100920,100921,"santa barbara, california, usa",
15818,15819,"grapevine, texas, usa",
153592,153593,"laplace, louisiana, usa",44.0
80902,80903,"porto, porto, portugal",22.0
41471,41472,"ipswich, england, united kingdom",
231681,231682,"carroll, iowa, usa",26.0
206830,206831,"enschede, overijssel, netherlands",26.0
246481,246482,"molfetta, ba, italy",35.0
250262,250263,"hannover, niedersachsen, germany",
2508,2509,"south milwaukee, wisconsin, usa",47.0
109936,109937,"portland, oregon, usa",60.0
175692,175693,"wuerzburg, bayern, germany",24.0
57992,57993,"casablanca, n/a, morocco",30.0
258752,258753,"berkeley, california, usa",25.0
167433,167434,"pamplona, navarra, spain",27.0
34284,34285,"hamburg, hamburg, germany",
208095,208096,"hollywood, florida, usa",
30967,30968,"poway, california, usa",65.0
59159,59160,"port orchard, washington, usa",43.0
112438,112439,"cedar rapids, iowa, usa",
244257,244258,"duluth, minnesota, usa",
136860,136861,"bologna, emilia romagna, italy",
246731,246732,"anacortes, washington, usa",43.0
99129,99130,"dortmund, nordrhein-westfalen, germany",52.0
46501,46502,"imperial, missouri, usa",43.0
190503,190504,"graham, texas, usa",
28320,28321,"lansing, michigan, usa",
199130,199131,"salisbury, england, united kingdom",
120796,120797,"calgary, alberta, canada",
127158,127159,"hillard, ohio, usa",
240285,240286,"firenze, toscana, italy",
204589,204590,"waterloo, ontario, canada",66.0
155550,155551,"barcelona, cataluña, spain",37.0
248103,248104,"auckland, n/a, new zealand",29.0
226296,226297,"middlebury, connecticut, usa",
115315,115316,"philadelphia, pennsylvania, usa",49.0
50708,50709,"fillmore, california, usa",17.0
194486,194487,"chesapeake, virginia, usa",51.0
203985,203986,"mill valley, california, usa",32.0
128645,128646,"los angeles, california, usa",48.0
68221,68222,"tucson, arizona, usa",47.0
48567,48568,"point fortin, n/a, trinidad and tobago",
215794,215795,"paso robles, california, usa",
